"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/2023","104,500.00","104,500.00","107,000.00","102,000.00","","-2.79%"
"11/30/2023","107,500.00","107,500.00","110,000.00","105,000.00","","-1.83%"
"11/29/2023","109,500.00","109,500.00","112,000.00","107,000.00","","-2.67%"
"11/28/2023","112,500.00","112,500.00","115,000.00","110,000.00","","-4.26%"
"11/27/2023","117,500.00","117,500.00","120,000.00","115,000.00","","-2.49%"
"11/24/2023","120,500.00","120,500.00","123,000.00","118,000.00","","-2.43%"
"11/23/2023","123,500.00","123,500.00","126,000.00","121,000.00","","-2.37%"
"11/22/2023","126,500.00","126,500.00","129,000.00","124,000.00","","-2.32%"
"11/21/2023","129,500.00","129,500.00","132,000.00","127,000.00","","-1.52%"
"11/20/2023","131,500.00","131,500.00","134,000.00","129,000.00","","0.00%"
"11/17/2023","131,500.00","131,500.00","134,000.00","129,000.00","","-2.95%"
"11/16/2023","135,500.00","135,500.00","138,000.00","133,000.00","","-2.87%"
"11/15/2023","139,500.00","139,500.00","142,000.00","137,000.00","","-2.79%"
"11/14/2023","143,500.00","143,500.00","146,000.00","141,000.00","","-0.69%"
"11/13/2023","144,500.00","144,500.00","147,000.00","142,000.00","","0.00%"
"11/10/2023","144,500.00","144,500.00","147,000.00","142,000.00","","-2.03%"
"11/09/2023","147,500.00","147,500.00","150,000.00","145,000.00","","0.00%"
"11/08/2023","147,500.00","147,500.00","150,000.00","145,000.00","","-1.34%"
"11/07/2023","149,500.00","149,500.00","152,000.00","147,000.00","","-2.61%"
"11/06/2023","153,500.00","153,500.00","156,000.00","151,000.00","","-0.65%"
"11/03/2023","154,500.00","154,500.00","157,000.00","152,000.00","","0.00%"
"11/02/2023","154,500.00","154,500.00","157,000.00","152,000.00","","0.00%"
"11/01/2023","154,500.00","154,500.00","157,000.00","152,000.00","","0.00%"
"10/31/2023","154,500.00","154,500.00","157,000.00","152,000.00","","-0.64%"
"10/30/2023","155,500.00","155,500.00","158,000.00","153,000.00","","0.00%"
"10/27/2023","155,500.00","155,500.00","158,000.00","153,000.00","","-1.27%"
"10/26/2023","157,500.00","157,500.00","160,000.00","155,000.00","","-1.25%"
"10/25/2023","159,500.00","159,500.00","162,000.00","157,000.00","","1.27%"
"10/24/2023","157,500.00","157,500.00","160,000.00","155,000.00","","-0.63%"
"10/23/2023","158,500.00","158,500.00","161,000.00","156,000.00","","-2.46%"
"10/20/2023","162,500.00","162,500.00","165,000.00","160,000.00","","-0.61%"
"10/19/2023","163,500.00","163,500.00","166,000.00","161,000.00","","-1.21%"
"10/18/2023","165,500.00","165,500.00","168,000.00","163,000.00","","0.00%"
"10/17/2023","165,500.00","165,500.00","168,000.00","163,000.00","","1.85%"
"10/16/2023","162,500.00","162,500.00","165,000.00","160,000.00","","2.52%"
"10/13/2023","158,500.00","158,500.00","161,000.00","156,000.00","","1.93%"
"10/12/2023","155,500.00","155,500.00","158,000.00","153,000.00","","1.30%"
"10/11/2023","153,500.00","153,500.00","156,000.00","151,000.00","","0.00%"
"10/10/2023","153,500.00","153,500.00","156,000.00","151,000.00","","0.00%"
"10/09/2023","153,500.00","153,500.00","156,000.00","151,000.00","","0.00%"
"09/27/2023","153,500.00","153,500.00","156,000.00","151,000.00","","0.00%"
"09/26/2023","153,500.00","153,500.00","156,000.00","151,000.00","","0.00%"
"09/25/2023","153,500.00","153,500.00","156,000.00","151,000.00","","-1.29%"
"09/22/2023","155,500.00","155,500.00","158,000.00","153,000.00","","0.00%"
"09/21/2023","155,500.00","155,500.00","158,000.00","153,000.00","","-1.27%"
"09/20/2023","157,500.00","157,500.00","160,000.00","155,000.00","","-2.48%"
"09/19/2023","161,500.00","161,500.00","164,000.00","159,000.00","","-0.62%"
"09/18/2023","162,500.00","162,500.00","165,000.00","160,000.00","","-5.80%"
"09/14/2023","172,500.00","172,500.00","175,000.00","170,000.00","","-1.71%"
"09/13/2023","175,500.00","175,500.00","178,000.00","173,000.00","","-2.77%"
"09/12/2023","180,500.00","180,500.00","183,000.00","178,000.00","","-3.22%"
"09/11/2023","186,500.00","186,500.00","189,000.00","184,000.00","","-3.12%"
"09/08/2023","192,500.00","192,500.00","195,000.00","190,000.00","","0.00%"
"09/07/2023","192,500.00","192,500.00","195,000.00","190,000.00","","0.00%"
"09/06/2023","192,500.00","192,500.00","195,000.00","190,000.00","","-1.53%"
"09/05/2023","195,500.00","195,500.00","198,000.00","193,000.00","","0.00%"
"09/04/2023","195,500.00","195,500.00","198,000.00","193,000.00","","0.00%"
"09/01/2023","195,500.00","195,500.00","198,000.00","193,000.00","","0.00%"
"08/31/2023","195,500.00","195,500.00","198,000.00","193,000.00","","-1.01%"
"08/30/2023","197,500.00","197,500.00","200,000.00","195,000.00","","-1.99%"
"08/29/2023","201,500.00","201,500.00","204,000.00","199,000.00","","-0.49%"
"08/28/2023","202,500.00","202,500.00","205,000.00","200,000.00","","0.00%"
"08/25/2023","202,500.00","202,500.00","205,000.00","200,000.00","","0.00%"
"08/24/2023","202,500.00","202,500.00","205,000.00","200,000.00","","0.00%"
"08/23/2023","202,500.00","202,500.00","205,000.00","200,000.00","","0.00%"
"08/22/2023","202,500.00","202,500.00","205,000.00","200,000.00","","0.00%"
"08/21/2023","202,500.00","202,500.00","205,000.00","200,000.00","","-4.71%"
"08/18/2023","212,500.00","212,500.00","215,000.00","210,000.00","","-4.49%"
"08/17/2023","222,500.00","222,500.00","225,000.00","220,000.00","","-2.20%"
"08/16/2023","227,500.00","227,500.00","230,000.00","225,000.00","","-2.57%"
"08/15/2023","233,500.00","233,500.00","236,000.00","231,000.00","","-2.91%"
"08/14/2023","240,500.00","240,500.00","243,000.00","238,000.00","","-2.83%"
"08/11/2023","247,500.00","247,500.00","250,000.00","245,000.00","","0.00%"
"08/10/2023","247,500.00","247,500.00","250,000.00","245,000.00","","0.00%"
"08/09/2023","247,500.00","247,500.00","250,000.00","245,000.00","","-1.98%"
"08/08/2023","252,500.00","252,500.00","255,000.00","250,000.00","","-1.94%"
"08/07/2023","257,500.00","257,500.00","260,000.00","255,000.00","","0.00%"
"08/04/2023","257,500.00","257,500.00","260,000.00","255,000.00","","0.00%"
"08/03/2023","257,500.00","257,500.00","260,000.00","255,000.00","","0.00%"
"08/02/2023","257,500.00","257,500.00","260,000.00","255,000.00","","0.00%"
"08/01/2023","257,500.00","257,500.00","260,000.00","255,000.00","","0.00%"
"07/31/2023","257,500.00","257,500.00","260,000.00","255,000.00","","-1.90%"
"07/28/2023","262,500.00","262,500.00","265,000.00","260,000.00","","-2.96%"
"07/27/2023","270,500.00","270,500.00","273,000.00","268,000.00","","-1.81%"
"07/26/2023","275,500.00","275,500.00","278,000.00","273,000.00","","-1.78%"
"07/25/2023","280,500.00","280,500.00","283,000.00","278,000.00","","-2.43%"
"07/24/2023","287,500.00","287,500.00","290,000.00","285,000.00","","0.00%"
"07/21/2023","287,500.00","287,500.00","290,000.00","285,000.00","","-1.71%"
"07/20/2023","292,500.00","292,500.00","295,000.00","290,000.00","","0.00%"
"07/19/2023","292,500.00","292,500.00","295,000.00","290,000.00","","0.00%"
"07/18/2023","292,500.00","292,500.00","295,000.00","290,000.00","","-1.68%"
"07/17/2023","297,500.00","297,500.00","300,000.00","295,000.00","","0.00%"
"07/14/2023","297,500.00","297,500.00","300,000.00","295,000.00","","0.00%"
"07/13/2023","297,500.00","297,500.00","300,000.00","295,000.00","","-1.65%"
"07/12/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"07/11/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"07/10/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"07/07/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"07/06/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"07/05/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"07/04/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"07/03/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"06/30/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"06/29/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"06/28/2023","302,500.00","302,500.00","305,000.00","300,000.00","","0.00%"
"06/27/2023","302,500.00","302,500.00","305,000.00","300,000.00","","-0.66%"
"06/26/2023","304,500.00","304,500.00","307,000.00","302,000.00","","0.00%"
"06/21/2023","304,500.00","304,500.00","307,000.00","302,000.00","","-0.33%"
"06/20/2023","305,500.00","305,500.00","308,000.00","303,000.00","","0.00%"
"06/19/2023","305,500.00","305,500.00","308,000.00","303,000.00","","0.00%"
"06/16/2023","305,500.00","305,500.00","308,000.00","303,000.00","","0.00%"
"06/15/2023","305,500.00","305,500.00","308,000.00","303,000.00","","0.00%"
"06/14/2023","305,500.00","305,500.00","308,000.00","303,000.00","","0.00%"
"06/13/2023","305,500.00","305,500.00","308,000.00","303,000.00","","0.00%"
"06/12/2023","305,500.00","305,500.00","308,000.00","303,000.00","","0.00%"
"06/09/2023","305,500.00","305,500.00","308,000.00","303,000.00","","1.66%"
"06/08/2023","300,500.00","300,500.00","303,000.00","298,000.00","","2.74%"
"06/07/2023","292,500.00","292,500.00","295,000.00","290,000.00","","0.00%"
"06/06/2023","292,500.00","292,500.00","295,000.00","290,000.00","","0.00%"
"06/05/2023","292,500.00","292,500.00","295,000.00","290,000.00","","1.74%"
"06/02/2023","287,500.00","287,500.00","290,000.00","285,000.00","","2.50%"
"06/01/2023","280,500.00","280,500.00","283,000.00","278,000.00","","0.00%"
"05/31/2023","280,500.00","280,500.00","283,000.00","278,000.00","","0.00%"
"05/30/2023","280,500.00","280,500.00","283,000.00","278,000.00","","0.00%"
"05/29/2023","280,500.00","280,500.00","283,000.00","278,000.00","","0.00%"
"05/26/2023","280,500.00","280,500.00","283,000.00","278,000.00","","0.00%"
"05/25/2023","280,500.00","280,500.00","283,000.00","278,000.00","","-0.71%"
"05/24/2023","282,500.00","282,500.00","285,000.00","280,000.00","","0.00%"
"05/23/2023","282,500.00","282,500.00","285,000.00","280,000.00","","5.61%"
"05/22/2023","267,500.00","267,500.00","270,000.00","265,000.00","","8.08%"
"05/19/2023","247,500.00","247,500.00","250,000.00","245,000.00","","6.45%"
"05/18/2023","232,500.00","232,500.00","235,000.00","230,000.00","","5.92%"
"05/17/2023","219,500.00","219,500.00","222,000.00","217,000.00","","4.77%"
"05/16/2023","209,500.00","209,500.00","212,000.00","207,000.00","","5.01%"
"05/15/2023","199,500.00","199,500.00","202,000.00","197,000.00","","5.28%"
"05/12/2023","189,500.00","189,500.00","192,000.00","187,000.00","","0.00%"
"05/11/2023","189,500.00","189,500.00","192,000.00","187,000.00","","2.71%"
"05/10/2023","184,500.00","184,500.00","187,000.00","182,000.00","","2.79%"
"05/09/2023","179,500.00","179,500.00","182,000.00","177,000.00","","2.87%"
"05/08/2023","174,500.00","174,500.00","177,000.00","172,000.00","","5.44%"
"05/05/2023","165,500.00","165,500.00","168,000.00","163,000.00","","2.48%"
"05/04/2023","161,500.00","161,500.00","164,000.00","159,000.00","","0.00%"
"04/28/2023","161,500.00","161,500.00","164,000.00","159,000.00","","2.54%"
"04/27/2023","157,500.00","157,500.00","160,000.00","155,000.00","","1.94%"
"04/26/2023","154,500.00","154,500.00","157,000.00","152,000.00","","1.31%"
"04/25/2023","152,500.00","152,500.00","155,000.00","150,000.00","","0.00%"
"04/24/2023","152,500.00","152,500.00","155,000.00","150,000.00","","-3.17%"
"04/21/2023","157,500.00","157,500.00","160,000.00","155,000.00","","-1.87%"
"04/20/2023","160,500.00","160,500.00","163,000.00","158,000.00","","0.00%"
"04/19/2023","160,500.00","160,500.00","163,000.00","158,000.00","","-2.43%"
"04/18/2023","164,500.00","164,500.00","167,000.00","162,000.00","","-2.95%"
"04/17/2023","169,500.00","169,500.00","172,000.00","167,000.00","","-2.87%"
"04/14/2023","174,500.00","174,500.00","177,000.00","172,000.00","","-2.79%"
"04/13/2023","179,500.00","179,500.00","182,000.00","177,000.00","","-1.64%"
"04/12/2023","182,500.00","182,500.00","185,000.00","180,000.00","","0.00%"
"04/11/2023","182,500.00","182,500.00","185,000.00","180,000.00","","-1.62%"
"04/10/2023","185,500.00","185,500.00","188,000.00","183,000.00","","-1.59%"
"04/07/2023","188,500.00","188,500.00","191,000.00","186,000.00","","0.00%"
"04/06/2023","188,500.00","188,500.00","191,000.00","186,000.00","","0.00%"
"04/04/2023","188,500.00","188,500.00","191,000.00","186,000.00","","-2.58%"
"04/03/2023","193,500.00","193,500.00","196,000.00","191,000.00","","-2.52%"
"03/31/2023","198,500.00","198,500.00","201,000.00","196,000.00","","-2.93%"
"03/30/2023","204,500.00","204,500.00","207,000.00","202,000.00","","-2.85%"
"03/29/2023","210,500.00","210,500.00","213,000.00","208,000.00","","-2.77%"
"03/28/2023","216,500.00","216,500.00","219,000.00","214,000.00","","-2.70%"
"03/27/2023","222,500.00","222,500.00","225,000.00","220,000.00","","-2.63%"
"03/24/2023","228,500.00","228,500.00","231,000.00","226,000.00","","-2.97%"
"03/23/2023","235,500.00","235,500.00","238,000.00","233,000.00","","-2.89%"
"03/22/2023","242,500.00","242,500.00","245,000.00","240,000.00","","-2.41%"
"03/21/2023","248,500.00","248,500.00","251,000.00","246,000.00","","-2.74%"
"03/20/2023","255,500.00","255,500.00","258,000.00","253,000.00","","-2.67%"
"03/17/2023","262,500.00","262,500.00","265,000.00","260,000.00","","-1.87%"
"03/16/2023","267,500.00","267,500.00","270,000.00","265,000.00","","-0.74%"
"03/15/2023","269,500.00","269,500.00","272,000.00","267,000.00","","-1.82%"
"03/14/2023","274,500.00","274,500.00","277,000.00","272,000.00","","-2.83%"
"03/13/2023","282,500.00","282,500.00","285,000.00","280,000.00","","-1.05%"
"03/10/2023","285,500.00","285,500.00","288,000.00","283,000.00","","-3.38%"
"03/09/2023","295,500.00","295,500.00","298,000.00","293,000.00","","-2.96%"
"03/08/2023","304,500.00","304,500.00","307,000.00","302,000.00","","-2.87%"
"03/07/2023","313,500.00","313,500.00","316,000.00","311,000.00","","-2.79%"
"03/06/2023","322,500.00","322,500.00","325,000.00","320,000.00","","0.00%"
"03/03/2023","322,500.00","322,500.00","325,000.00","320,000.00","","-0.92%"
"03/02/2023","325,500.00","325,500.00","328,000.00","323,000.00","","-1.81%"
"03/01/2023","331,500.00","331,500.00","334,000.00","329,000.00","","-2.93%"
"02/28/2023","341,500.00","341,500.00","344,000.00","339,000.00","","-2.84%"
"02/27/2023","351,500.00","351,500.00","354,000.00","349,000.00","","0.00%"
"02/24/2023","351,500.00","351,500.00","354,000.00","349,000.00","","-2.77%"
"02/23/2023","361,500.00","361,500.00","364,000.00","359,000.00","","-2.95%"
"02/22/2023","372,500.00","372,500.00","375,000.00","370,000.00","","-2.87%"
"02/21/2023","383,500.00","383,500.00","386,000.00","381,000.00","","-1.54%"
"02/20/2023","389,500.00","389,500.00","392,000.00","387,000.00","","-2.01%"
"02/17/2023","397,500.00","397,500.00","400,000.00","395,000.00","","-1.24%"
"02/16/2023","402,500.00","402,500.00","405,000.00","400,000.00","","-3.13%"
"02/14/2023","415,500.00","415,500.00","418,000.00","413,000.00","","0.00%"
"02/13/2023","415,500.00","415,500.00","418,000.00","413,000.00","","0.00%"
"02/10/2023","415,500.00","415,500.00","418,000.00","413,000.00","","-1.19%"
"02/09/2023","420,500.00","420,500.00","423,000.00","418,000.00","","-0.47%"
"02/08/2023","422,500.00","422,500.00","425,000.00","420,000.00","","-1.17%"
"02/07/2023","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"02/06/2023","427,500.00","427,500.00","430,000.00","425,000.00","","0.00%"
"02/03/2023","427,500.00","427,500.00","430,000.00","425,000.00","","-2.29%"
"02/02/2023","437,500.00","437,500.00","440,000.00","435,000.00","","-0.68%"
"02/01/2023","440,500.00","440,500.00","443,000.00","438,000.00","","-1.56%"
"01/31/2023","447,500.00","447,500.00","450,000.00","445,000.00","","0.00%"
"01/30/2023","447,500.00","447,500.00","450,000.00","445,000.00","","0.00%"
"01/18/2023","447,500.00","447,500.00","450,000.00","445,000.00","","0.00%"
"01/17/2023","447,500.00","447,500.00","450,000.00","445,000.00","","0.00%"
"01/16/2023","447,500.00","447,500.00","450,000.00","445,000.00","","0.00%"
"01/13/2023","447,500.00","447,500.00","450,000.00","445,000.00","","-0.44%"
"01/12/2023","449,500.00","449,500.00","452,000.00","447,000.00","","0.00%"
"01/11/2023","449,500.00","449,500.00","452,000.00","447,000.00","","-0.66%"
"01/10/2023","452,500.00","452,500.00","455,000.00","450,000.00","","0.00%"
"01/09/2023","452,500.00","452,500.00","455,000.00","450,000.00","","-1.52%"
"01/06/2023","459,500.00","459,500.00","462,000.00","457,000.00","","-1.71%"
"01/05/2023","467,500.00","467,500.00","470,000.00","465,000.00","","-1.06%"
"01/04/2023","472,500.00","472,500.00","475,000.00","470,000.00","","-0.42%"
"01/03/2023","474,500.00","474,500.00","477,000.00","472,000.00","","0.00%"
"12/30/2022","474,500.00","474,500.00","477,000.00","472,000.00","","-0.63%"
"12/29/2022","477,500.00","477,500.00","480,000.00","475,000.00","","-1.04%"
"12/28/2022","482,500.00","482,500.00","485,000.00","480,000.00","","0.00%"
"12/27/2022","482,500.00","482,500.00","485,000.00","480,000.00","","-2.03%"
"12/26/2022","492,500.00","492,500.00","495,000.00","490,000.00","","-1.01%"
"12/23/2022","497,500.00","497,500.00","500,000.00","495,000.00","","-2.55%"
"12/22/2022","510,500.00","510,500.00","513,000.00","508,000.00","","-0.39%"
"12/21/2022","512,500.00","512,500.00","515,000.00","510,000.00","","-0.97%"
"12/20/2022","517,500.00","517,500.00","520,000.00","515,000.00","","-0.38%"
"12/19/2022","519,500.00","519,500.00","522,000.00","517,000.00","","-0.19%"
"12/16/2022","520,500.00","520,500.00","523,000.00","518,000.00","","-1.33%"
"12/15/2022","527,500.00","527,500.00","530,000.00","525,000.00","","0.00%"
"12/14/2022","527,500.00","527,500.00","530,000.00","525,000.00","","-0.94%"
"12/13/2022","532,500.00","532,500.00","535,000.00","530,000.00","","-0.56%"
"12/12/2022","535,500.00","535,500.00","538,000.00","533,000.00","","-0.37%"
"12/09/2022","537,500.00","537,500.00","540,000.00","535,000.00","","-0.56%"
"12/08/2022","540,500.00","540,500.00","543,000.00","538,000.00","","0.00%"
"12/07/2022","540,500.00","540,500.00","543,000.00","538,000.00","","-0.55%"
"12/06/2022","543,500.00","543,500.00","546,000.00","541,000.00","","-2.86%"
"12/05/2022","559,500.00","559,500.00","562,000.00","557,000.00","","0.00%"
"12/02/2022","559,500.00","559,500.00","562,000.00","557,000.00","","-0.53%"
"12/01/2022","562,500.00","562,500.00","565,000.00","560,000.00","","0.00%"
"11/30/2022","562,500.00","562,500.00","565,000.00","560,000.00","","0.00%"
"11/29/2022","562,500.00","562,500.00","565,000.00","560,000.00","","0.00%"
"11/28/2022","562,500.00","562,500.00","565,000.00","560,000.00","","0.00%"
"11/25/2022","562,500.00","562,500.00","565,000.00","560,000.00","","-0.53%"
"11/24/2022","565,500.00","565,500.00","568,000.00","563,000.00","","-1.74%"
"11/23/2022","575,500.00","575,500.00","578,000.00","573,000.00","","-0.17%"
"11/22/2022","576,500.00","576,500.00","579,000.00","574,000.00","","0.00%"
"11/21/2022","576,500.00","576,500.00","579,000.00","574,000.00","","0.00%"
"11/18/2022","576,500.00","576,500.00","579,000.00","574,000.00","","0.00%"
"11/17/2022","576,500.00","576,500.00","579,000.00","574,000.00","","0.00%"
"11/16/2022","576,500.00","576,500.00","579,000.00","574,000.00","","-0.35%"
"11/15/2022","578,500.00","578,500.00","581,000.00","576,000.00","","-0.52%"
"11/14/2022","581,500.00","581,500.00","584,000.00","579,000.00","","0.00%"
"11/11/2022","581,500.00","581,500.00","584,000.00","579,000.00","","0.69%"
"11/10/2022","577,500.00","577,500.00","580,000.00","575,000.00","","0.00%"
"11/09/2022","577,500.00","577,500.00","580,000.00","575,000.00","","0.00%"
"11/08/2022","577,500.00","577,500.00","580,000.00","575,000.00","","0.52%"
"11/07/2022","574,500.00","574,500.00","577,000.00","572,000.00","","0.35%"
"11/04/2022","572,500.00","572,500.00","575,000.00","570,000.00","","1.78%"
"11/03/2022","562,500.00","562,500.00","565,000.00","560,000.00","","0.90%"
"11/02/2022","557,500.00","557,500.00","560,000.00","555,000.00","","0.00%"
"11/01/2022","557,500.00","557,500.00","560,000.00","555,000.00","","1.27%"
"10/31/2022","550,500.00","550,500.00","553,000.00","548,000.00","","0.18%"
"10/28/2022","549,500.00","549,500.00","552,000.00","547,000.00","","0.37%"
"10/27/2022","547,500.00","547,500.00","550,000.00","545,000.00","","0.00%"
"10/26/2022","547,500.00","547,500.00","550,000.00","545,000.00","","1.30%"
"10/25/2022","540,500.00","540,500.00","543,000.00","538,000.00","","0.00%"
"10/24/2022","540,500.00","540,500.00","543,000.00","538,000.00","","0.00%"
"10/21/2022","540,500.00","540,500.00","543,000.00","538,000.00","","2.85%"
"10/20/2022","525,500.00","525,500.00","528,000.00","523,000.00","","0.00%"
"10/19/2022","525,500.00","525,500.00","528,000.00","523,000.00","","0.00%"
"10/18/2022","525,500.00","525,500.00","528,000.00","523,000.00","","0.00%"
"10/17/2022","525,500.00","525,500.00","528,000.00","523,000.00","","0.19%"
"10/14/2022","524,500.00","524,500.00","527,000.00","522,000.00","","1.94%"
"10/13/2022","514,500.00","514,500.00","517,000.00","512,000.00","","0.98%"
"10/12/2022","509,500.00","509,500.00","512,000.00","507,000.00","","0.39%"
"10/11/2022","507,500.00","507,500.00","510,000.00","505,000.00","","1.20%"
"10/10/2022","501,500.00","501,500.00","504,000.00","499,000.00","","1.42%"
"09/29/2022","494,500.00","494,500.00","497,000.00","492,000.00","","0.00%"
"09/28/2022","494,500.00","494,500.00","497,000.00","492,000.00","","0.00%"
"09/27/2022","494,500.00","494,500.00","497,000.00","492,000.00","","1.02%"
"09/26/2022","489,500.00","489,500.00","492,000.00","487,000.00","","0.62%"
"09/23/2022","486,500.00","486,500.00","489,000.00","484,000.00","","0.00%"
"09/22/2022","486,500.00","486,500.00","489,000.00","484,000.00","","0.00%"
"09/21/2022","486,500.00","486,500.00","489,000.00","484,000.00","","0.00%"
"09/20/2022","486,500.00","486,500.00","489,000.00","484,000.00","","0.21%"
"09/19/2022","485,500.00","485,500.00","488,000.00","483,000.00","","0.00%"
"09/16/2022","485,500.00","485,500.00","488,000.00","483,000.00","","0.62%"
"09/15/2022","482,500.00","482,500.00","485,000.00","480,000.00","","0.00%"
"09/14/2022","482,500.00","482,500.00","485,000.00","480,000.00","","0.00%"
"09/13/2022","482,500.00","482,500.00","485,000.00","480,000.00","","0.00%"
"09/09/2022","482,500.00","482,500.00","485,000.00","480,000.00","","0.00%"
"09/08/2022","482,500.00","482,500.00","485,000.00","480,000.00","","0.00%"
"09/07/2022","482,500.00","482,500.00","485,000.00","480,000.00","","0.00%"
"09/06/2022","482,500.00","482,500.00","485,000.00","480,000.00","","0.84%"
"09/05/2022","478,500.00","478,500.00","481,000.00","476,000.00","","0.42%"
"09/02/2022","476,500.00","476,500.00","479,000.00","474,000.00","","0.21%"
"09/01/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"08/31/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"08/30/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"08/29/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"08/26/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"08/25/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.00%"
"08/24/2022","475,500.00","475,500.00","478,000.00","473,000.00","","0.63%"
"08/23/2022","472,500.00","472,500.00","475,000.00","470,000.00","","0.64%"
"08/22/2022","469,500.00","469,500.00","472,000.00","467,000.00","","0.86%"
"08/19/2022","465,500.00","465,500.00","468,000.00","463,000.00","","0.22%"
"08/18/2022","464,500.00","464,500.00","467,000.00","462,000.00","","0.00%"
"08/17/2022","464,500.00","464,500.00","467,000.00","462,000.00","","0.00%"
"08/16/2022","464,500.00","464,500.00","467,000.00","462,000.00","","0.00%"
"08/15/2022","464,500.00","464,500.00","467,000.00","462,000.00","","0.43%"
"08/12/2022","462,500.00","462,500.00","465,000.00","460,000.00","","0.87%"
"08/11/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"08/10/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"08/09/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"08/08/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"08/05/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"08/04/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"08/03/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"08/02/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"08/01/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"07/29/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"07/28/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.00%"
"07/27/2022","458,500.00","458,500.00","461,000.00","456,000.00","","0.22%"
"07/26/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.44%"
"07/25/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/22/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/21/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/20/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/19/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/18/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/15/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/14/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/13/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/12/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/11/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/08/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/07/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/06/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/05/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/04/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"07/01/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"06/30/2022","455,500.00","455,500.00","458,000.00","453,000.00","","0.00%"
"06/29/2022","455,500.00","455,500.00","458,000.00","453,000.00","","-0.44%"
"06/28/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/27/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/24/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/23/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/22/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/21/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/20/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/17/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/16/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/15/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.00%"
"06/14/2022","457,500.00","457,500.00","460,000.00","455,000.00","","0.44%"
