"Date","Price","Open","High","Low","Vol.","Change %"
"12/07/2020","42,000.00","42,000.00","43,000.00","41,000.00","","2.44%"
"12/04/2020","41,000.00","41,000.00","42,000.00","40,000.00","","0.00%"
"12/03/2020","41,000.00","41,000.00","42,000.00","40,000.00","","0.00%"
"12/02/2020","41,000.00","41,000.00","42,000.00","40,000.00","","2.50%"
"12/01/2020","40,000.00","40,000.00","41,000.00","39,000.00","","2.56%"
"11/30/2020","39,000.00","39,000.00","40,000.00","38,000.00","","0.00%"
"11/27/2020","39,000.00","39,000.00","40,000.00","38,000.00","","0.00%"
"11/26/2020","39,000.00","39,000.00","40,000.00","38,000.00","","0.00%"
"11/25/2020","39,000.00","39,000.00","40,000.00","38,000.00","","0.00%"
"11/24/2020","39,000.00","39,000.00","40,000.00","38,000.00","","0.00%"
"11/23/2020","39,000.00","39,000.00","40,000.00","38,000.00","","0.00%"
"11/20/2020","39,000.00","39,000.00","40,000.00","38,000.00","","1.30%"
"11/19/2020","38,500.00","38,500.00","39,500.00","37,500.00","","1.32%"
"11/18/2020","38,000.00","38,000.00","39,000.00","37,000.00","","1.33%"
"11/17/2020","37,500.00","37,500.00","38,500.00","36,500.00","","0.00%"
"11/16/2020","37,500.00","37,500.00","38,500.00","36,500.00","","1.35%"
"11/13/2020","37,000.00","37,000.00","38,000.00","36,000.00","","0.00%"
"11/12/2020","37,000.00","37,000.00","38,000.00","36,000.00","","1.37%"
"11/11/2020","36,500.00","36,500.00","37,500.00","35,500.00","","0.00%"
"11/10/2020","36,500.00","36,500.00","37,500.00","35,500.00","","0.00%"
"11/09/2020","36,500.00","36,500.00","37,500.00","35,500.00","","0.00%"
"11/06/2020","36,500.00","36,500.00","37,500.00","35,500.00","","0.00%"
"11/05/2020","36,500.00","36,500.00","37,500.00","35,500.00","","1.39%"
"11/04/2020","36,000.00","36,000.00","37,000.00","35,000.00","","0.00%"
"11/03/2020","36,000.00","36,000.00","37,000.00","35,000.00","","0.00%"
"11/02/2020","36,000.00","36,000.00","37,000.00","35,000.00","","0.00%"
"10/30/2020","36,000.00","36,000.00","37,000.00","35,000.00","","1.41%"
"10/29/2020","35,500.00","35,500.00","36,500.00","34,500.00","","0.00%"
"10/28/2020","35,500.00","35,500.00","36,500.00","34,500.00","","0.00%"
"10/27/2020","35,500.00","35,500.00","36,500.00","34,500.00","","0.85%"
"10/26/2020","35,200.00","35,200.00","36,200.00","34,200.00","","0.57%"
"10/23/2020","35,000.00","35,000.00","36,000.00","34,000.00","","0.00%"
"10/22/2020","35,000.00","35,000.00","36,000.00","34,000.00","","0.00%"
"10/21/2020","35,000.00","35,000.00","36,000.00","34,000.00","","0.00%"
"10/20/2020","35,000.00","35,000.00","36,000.00","34,000.00","","0.00%"
"10/19/2020","35,000.00","35,000.00","36,000.00","34,000.00","","0.00%"
"10/16/2020","35,000.00","35,000.00","36,000.00","34,000.00","","0.00%"
"10/15/2020","35,000.00","35,000.00","36,000.00","34,000.00","","0.57%"
"10/14/2020","34,800.00","34,800.00","35,800.00","33,800.00","","0.87%"
"10/13/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"10/12/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"09/29/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"09/28/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.58%"
"09/25/2020","34,300.00","34,300.00","35,300.00","33,300.00","","0.00%"
"09/24/2020","34,300.00","34,300.00","35,300.00","33,300.00","","0.00%"
"09/23/2020","34,300.00","34,300.00","35,300.00","33,300.00","","0.00%"
"09/22/2020","34,300.00","34,300.00","35,300.00","33,300.00","","0.00%"
"09/21/2020","34,300.00","34,300.00","35,300.00","33,300.00","","0.88%"
"09/18/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/17/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/16/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/15/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/14/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/11/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/10/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/09/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/08/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/07/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/04/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/03/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/02/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"09/01/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"08/31/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"08/28/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"08/27/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"08/26/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"08/25/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"08/24/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"08/21/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"08/20/2020","34,000.00","34,000.00","35,000.00","33,000.00","","-2.02%"
"08/19/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/18/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/17/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/14/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/13/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/12/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/11/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/10/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/07/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/06/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/05/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/04/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"08/03/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.00%"
"07/31/2020","34,700.00","34,700.00","35,700.00","33,700.00","","0.58%"
"07/30/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/29/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/28/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/27/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/24/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/23/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/22/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/21/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/20/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/17/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/16/2020","34,500.00","34,500.00","35,500.00","33,500.00","","0.00%"
"07/15/2020","34,500.00","34,500.00","35,500.00","33,500.00","","1.47%"
"07/14/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"07/13/2020","34,000.00","34,000.00","35,000.00","33,000.00","","0.00%"
"07/10/2020","34,000.00","34,000.00","35,000.00","33,000.00","","1.49%"
"07/09/2020","33,500.00","33,500.00","34,500.00","32,500.00","","0.00%"
"07/08/2020","33,500.00","33,500.00","34,500.00","32,500.00","","0.00%"
"07/07/2020","33,500.00","33,500.00","34,500.00","32,500.00","","0.00%"
"07/06/2020","33,500.00","33,500.00","34,500.00","32,500.00","","0.00%"
"07/03/2020","33,500.00","33,500.00","34,500.00","32,500.00","","-1.47%"
"07/02/2020","34,000.00","34,000.00","35,500.00","32,500.00","","0.00%"
"07/01/2020","34,000.00","34,000.00","35,500.00","32,500.00","","0.00%"
"06/30/2020","34,000.00","34,000.00","35,500.00","32,500.00","","0.00%"
"06/29/2020","34,000.00","34,000.00","35,500.00","32,500.00","","0.00%"
"06/24/2020","34,000.00","34,000.00","35,500.00","32,500.00","","0.00%"
"06/23/2020","34,000.00","34,000.00","35,500.00","32,500.00","","0.00%"
"06/22/2020","34,000.00","34,000.00","35,500.00","32,500.00","","-1.45%"
"06/19/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/18/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/17/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/16/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/15/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/12/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/11/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/10/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/09/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/08/2020","34,500.00","34,500.00","36,000.00","33,000.00","","0.00%"
"06/05/2020","34,500.00","34,500.00","36,000.00","33,000.00","","-1.43%"
"06/04/2020","35,000.00","35,000.00","36,500.00","33,500.00","","0.00%"
"06/03/2020","35,000.00","35,000.00","36,500.00","33,500.00","","0.00%"
"06/02/2020","35,000.00","35,000.00","36,500.00","33,500.00","","-1.41%"
"06/01/2020","35,500.00","35,500.00","37,000.00","34,000.00","","0.00%"
"05/29/2020","35,500.00","35,500.00","37,000.00","34,000.00","","0.00%"
"05/28/2020","35,500.00","35,500.00","37,000.00","34,000.00","","0.00%"
"05/27/2020","35,500.00","35,500.00","37,000.00","34,000.00","","0.00%"
"05/26/2020","35,500.00","35,500.00","37,000.00","34,000.00","","-1.39%"
"05/25/2020","36,000.00","36,000.00","37,500.00","34,500.00","","0.00%"
"05/22/2020","36,000.00","36,000.00","37,500.00","34,500.00","","-1.37%"
"05/21/2020","36,500.00","36,500.00","38,000.00","35,000.00","","0.00%"
"05/20/2020","36,500.00","36,500.00","38,000.00","35,000.00","","0.00%"
"05/19/2020","36,500.00","36,500.00","38,000.00","35,000.00","","0.00%"
"05/18/2020","36,500.00","36,500.00","38,000.00","35,000.00","","0.00%"
"05/15/2020","36,500.00","36,500.00","38,000.00","35,000.00","","-1.35%"
"05/14/2020","37,000.00","37,000.00","38,500.00","35,500.00","","0.00%"
"05/13/2020","37,000.00","37,000.00","38,500.00","35,500.00","","0.00%"
"05/12/2020","37,000.00","37,000.00","38,500.00","35,500.00","","-1.33%"
"05/11/2020","37,500.00","37,500.00","39,000.00","36,000.00","","0.00%"
"05/08/2020","37,500.00","37,500.00","39,000.00","36,000.00","","0.00%"
"05/07/2020","37,500.00","37,500.00","39,000.00","36,000.00","","0.00%"
"05/06/2020","37,500.00","37,500.00","39,000.00","36,000.00","","0.00%"
"04/30/2020","37,500.00","37,500.00","39,000.00","36,000.00","","0.00%"
"04/29/2020","37,500.00","37,500.00","39,000.00","36,000.00","","0.00%"
"04/28/2020","37,500.00","37,500.00","39,000.00","36,000.00","","-1.32%"
"04/27/2020","38,000.00","38,000.00","39,500.00","36,500.00","","0.00%"
"04/24/2020","38,000.00","38,000.00","39,500.00","36,500.00","","-1.30%"
"04/23/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"04/22/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"04/21/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"04/20/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"04/17/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"04/16/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"04/15/2020","38,500.00","38,500.00","40,000.00","37,000.00","","-1.28%"
"04/14/2020","39,000.00","39,000.00","40,500.00","37,500.00","","0.00%"
"04/13/2020","39,000.00","39,000.00","40,500.00","37,500.00","","0.00%"
"04/10/2020","39,000.00","39,000.00","40,500.00","37,500.00","","-1.27%"
"04/09/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"04/08/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"04/07/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"04/03/2020","39,500.00","39,500.00","41,000.00","38,000.00","","-1.25%"
"04/02/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"04/01/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/31/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/30/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/27/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/26/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/25/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/24/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/23/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/20/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/19/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/18/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/17/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/16/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/13/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/12/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/11/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/10/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/09/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/06/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/05/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/04/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/03/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"03/02/2020","40,000.00","40,000.00","41,500.00","38,500.00","","0.00%"
"02/28/2020","40,000.00","40,000.00","41,500.00","38,500.00","","1.27%"
"02/27/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"02/26/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"02/25/2020","39,500.00","39,500.00","41,000.00","38,000.00","","1.28%"
"02/24/2020","39,000.00","39,000.00","40,500.00","37,500.00","","0.00%"
"02/21/2020","39,000.00","39,000.00","40,500.00","37,500.00","","0.00%"
"02/20/2020","39,000.00","39,000.00","40,500.00","37,500.00","","0.00%"
"02/19/2020","39,000.00","39,000.00","40,500.00","37,500.00","","0.00%"
"02/18/2020","39,000.00","39,000.00","40,500.00","37,500.00","","0.00%"
"02/17/2020","39,000.00","39,000.00","40,500.00","37,500.00","","1.30%"
"02/14/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/13/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/12/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/11/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/10/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/07/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/06/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/05/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/04/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"02/03/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"01/21/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"01/20/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"01/17/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"01/16/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"01/15/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"01/14/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"01/13/2020","38,500.00","38,500.00","40,000.00","37,000.00","","0.00%"
"01/10/2020","38,500.00","38,500.00","40,000.00","37,000.00","","-2.53%"
"01/09/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"01/08/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"01/07/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"01/06/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"01/03/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"01/02/2020","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"12/31/2019","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"12/30/2019","39,500.00","39,500.00","41,000.00","38,000.00","","0.00%"
"12/27/2019","39,500.00","39,500.00","41,000.00","38,000.00","","-2.47%"
"12/26/2019","40,500.00","40,500.00","42,000.00","39,000.00","","0.00%"
"12/25/2019","40,500.00","40,500.00","42,000.00","39,000.00","","0.00%"
"12/24/2019","40,500.00","40,500.00","42,000.00","39,000.00","","-2.41%"
"12/23/2019","41,500.00","41,500.00","43,000.00","40,000.00","","0.00%"
"12/20/2019","41,500.00","41,500.00","43,000.00","40,000.00","","0.00%"
"12/19/2019","41,500.00","41,500.00","43,000.00","40,000.00","","0.00%"
"12/18/2019","41,500.00","41,500.00","43,000.00","40,000.00","","0.00%"
"12/17/2019","41,500.00","41,500.00","43,000.00","40,000.00","","-1.19%"
"12/16/2019","42,000.00","42,000.00","43,500.00","40,500.00","","0.00%"
"12/13/2019","42,000.00","42,000.00","43,500.00","40,500.00","","-1.18%"
"12/12/2019","42,500.00","42,500.00","44,000.00","41,000.00","","0.00%"
"12/11/2019","42,500.00","42,500.00","44,000.00","41,000.00","","0.00%"
"12/10/2019","42,500.00","42,500.00","44,000.00","41,000.00","","-1.16%"
"12/09/2019","43,000.00","43,000.00","44,500.00","41,500.00","","-1.15%"
"12/06/2019","43,500.00","43,500.00","45,000.00","42,000.00","","-1.14%"
"12/05/2019","44,000.00","44,000.00","45,500.00","42,500.00","","-1.12%"
"12/04/2019","44,500.00","44,500.00","46,000.00","43,000.00","","-1.11%"
"12/03/2019","45,000.00","45,000.00","46,500.00","43,500.00","","-2.17%"
"12/02/2019","46,000.00","46,000.00","47,500.00","44,500.00","","0.00%"
"11/29/2019","46,000.00","46,000.00","47,500.00","44,500.00","","-1.08%"
"11/28/2019","46,500.00","46,500.00","48,000.00","45,000.00","","0.00%"
"11/27/2019","46,500.00","46,500.00","48,000.00","45,000.00","","0.00%"
"11/26/2019","46,500.00","46,500.00","48,000.00","45,000.00","","0.00%"
"11/25/2019","46,500.00","46,500.00","48,000.00","45,000.00","","-1.06%"
"11/22/2019","47,000.00","47,000.00","48,500.00","45,500.00","","0.00%"
"11/21/2019","47,000.00","47,000.00","48,500.00","45,500.00","","0.00%"
"11/20/2019","47,000.00","47,000.00","48,500.00","45,500.00","","-1.05%"
"11/19/2019","47,500.00","47,500.00","49,000.00","46,000.00","","0.00%"
"11/18/2019","47,500.00","47,500.00","49,000.00","46,000.00","","-1.04%"
"11/15/2019","48,000.00","48,000.00","49,500.00","46,500.00","","-1.03%"
"11/14/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/13/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/12/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/11/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/08/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/07/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/06/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/05/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/04/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"11/01/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"10/31/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"10/30/2019","48,500.00","48,500.00","50,000.00","47,000.00","","0.00%"
"10/29/2019","48,500.00","48,500.00","50,000.00","47,000.00","","-1.02%"
"10/28/2019","49,000.00","49,000.00","50,500.00","47,500.00","","-1.01%"
"10/25/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/24/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/23/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/22/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/21/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/18/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/17/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/16/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/15/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/14/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/11/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/10/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/09/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"10/08/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/27/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/26/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/25/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/24/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/23/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/20/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/19/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/18/2019","49,500.00","49,500.00","51,000.00","48,000.00","","0.00%"
"09/17/2019","49,500.00","49,500.00","51,000.00","48,000.00","","-1.00%"
"09/16/2019","50,000.00","50,000.00","51,500.00","48,500.00","","0.00%"
"09/12/2019","50,000.00","50,000.00","51,500.00","48,500.00","","0.00%"
"09/11/2019","50,000.00","50,000.00","51,500.00","48,500.00","","0.00%"
"09/10/2019","50,000.00","50,000.00","51,500.00","48,500.00","","0.00%"
"09/09/2019","50,000.00","50,000.00","51,500.00","48,500.00","","0.00%"
"09/06/2019","50,000.00","50,000.00","51,500.00","48,500.00","","0.00%"
"09/05/2019","50,000.00","50,000.00","51,500.00","48,500.00","","-2.91%"
"09/04/2019","51,500.00","51,500.00","53,000.00","50,000.00","","0.00%"
"09/03/2019","51,500.00","51,500.00","53,000.00","50,000.00","","-0.96%"
"09/02/2019","52,000.00","52,000.00","53,500.00","50,500.00","","0.00%"
"08/30/2019","52,000.00","52,000.00","53,500.00","50,500.00","","-1.89%"
"08/29/2019","53,000.00","53,000.00","54,500.00","51,500.00","","0.00%"
"08/28/2019","53,000.00","53,000.00","54,500.00","51,500.00","","0.00%"
"08/27/2019","53,000.00","53,000.00","54,500.00","51,500.00","","-0.93%"
"08/26/2019","53,500.00","53,500.00","55,000.00","52,000.00","","-1.83%"
"08/23/2019","54,500.00","54,500.00","56,000.00","53,000.00","","-1.80%"
"08/22/2019","55,500.00","55,500.00","57,000.00","54,000.00","","-1.77%"
"08/21/2019","56,500.00","56,500.00","58,000.00","55,000.00","","0.00%"
"08/20/2019","56,500.00","56,500.00","58,000.00","55,000.00","","0.00%"
"08/19/2019","56,500.00","56,500.00","58,000.00","55,000.00","","-0.88%"
"08/16/2019","57,000.00","57,000.00","58,500.00","55,500.00","","0.00%"
"08/15/2019","57,000.00","57,000.00","58,500.00","55,500.00","","-1.72%"
"08/14/2019","58,000.00","58,000.00","59,500.00","56,500.00","","0.00%"
"08/13/2019","58,000.00","58,000.00","59,500.00","56,500.00","","-0.85%"
"08/12/2019","58,500.00","58,500.00","60,000.00","57,000.00","","0.00%"
"08/09/2019","58,500.00","58,500.00","60,000.00","57,000.00","","0.00%"
"08/08/2019","58,500.00","58,500.00","60,000.00","57,000.00","","0.00%"
"08/07/2019","58,500.00","58,500.00","60,000.00","57,000.00","","0.00%"
"08/06/2019","58,500.00","58,500.00","60,000.00","57,000.00","","-0.85%"
"08/05/2019","59,000.00","59,000.00","60,500.00","57,500.00","","-0.84%"
"08/02/2019","59,500.00","59,500.00","61,000.00","58,000.00","","-1.65%"
"08/01/2019","60,500.00","60,500.00","62,000.00","59,000.00","","0.00%"
"07/31/2019","60,500.00","60,500.00","62,000.00","59,000.00","","0.00%"
"07/30/2019","60,500.00","60,500.00","62,000.00","59,000.00","","0.00%"
"07/29/2019","60,500.00","60,500.00","62,000.00","59,000.00","","-1.63%"
"07/26/2019","61,500.00","61,500.00","63,000.00","60,000.00","","-1.60%"
"07/25/2019","62,500.00","62,500.00","64,000.00","61,000.00","","0.00%"
"07/24/2019","62,500.00","62,500.00","64,000.00","61,000.00","","0.00%"
"07/23/2019","62,500.00","62,500.00","64,000.00","61,000.00","","-0.79%"
"07/22/2019","63,000.00","63,000.00","64,500.00","61,500.00","","0.00%"
"07/19/2019","63,000.00","63,000.00","64,500.00","61,500.00","","0.00%"
"07/18/2019","63,000.00","63,000.00","64,500.00","61,500.00","","0.00%"
"07/17/2019","63,000.00","63,000.00","64,500.00","61,500.00","","0.00%"
"07/16/2019","63,000.00","63,000.00","64,500.00","61,500.00","","0.00%"
"07/15/2019","63,000.00","63,000.00","64,500.00","61,500.00","","0.00%"
"07/12/2019","63,000.00","63,000.00","64,500.00","61,500.00","","0.00%"
"07/11/2019","63,000.00","63,000.00","64,500.00","61,500.00","","0.00%"
"07/10/2019","63,000.00","63,000.00","64,500.00","61,500.00","","-0.79%"
"07/09/2019","63,500.00","63,500.00","65,000.00","62,000.00","","0.00%"
"07/08/2019","63,500.00","63,500.00","65,000.00","62,000.00","","0.00%"
"07/05/2019","63,500.00","63,500.00","65,000.00","62,000.00","","-0.78%"
"07/04/2019","64,000.00","64,000.00","65,500.00","62,500.00","","0.00%"
"07/03/2019","64,000.00","64,000.00","65,500.00","62,500.00","","0.00%"
"07/02/2019","64,000.00","64,000.00","65,500.00","62,500.00","","0.00%"
"07/01/2019","64,000.00","64,000.00","65,500.00","62,500.00","","-1.54%"
"06/28/2019","65,000.00","65,000.00","66,500.00","63,500.00","","0.00%"
"06/27/2019","65,000.00","65,000.00","66,500.00","63,500.00","","0.00%"
"06/26/2019","65,000.00","65,000.00","66,500.00","63,500.00","","0.00%"
"06/25/2019","65,000.00","65,000.00","66,500.00","63,500.00","","-1.52%"
"06/24/2019","66,000.00","66,000.00","67,500.00","64,500.00","","0.00%"
"06/21/2019","66,000.00","66,000.00","67,500.00","64,500.00","","0.00%"
"06/20/2019","66,000.00","66,000.00","67,500.00","64,500.00","","0.00%"
"06/19/2019","66,000.00","66,000.00","67,500.00","64,500.00","","0.00%"
"06/18/2019","66,000.00","66,000.00","67,500.00","64,500.00","","0.00%"
"06/17/2019","66,000.00","66,000.00","67,500.00","64,500.00","","0.00%"
