Date,Open,High,Low,Close,Adj Close,Volume
2015-05-13,247.110001,247.110001,247.110001,247.110001,182.554596,0
2015-05-14,247.110001,247.110001,247.110001,247.110001,182.554596,0
2015-05-15,247.110001,247.110001,247.110001,247.110001,182.554596,0
2015-05-18,250.160004,252.000000,250.160004,250.550003,185.095917,100
2015-05-19,250.550003,250.550003,250.550003,250.550003,185.095917,0
2015-05-20,258.809998,258.809998,258.809998,258.809998,191.198059,100
2015-05-21,258.809998,258.809998,258.809998,258.809998,191.198059,0
2015-05-22,258.809998,258.809998,258.809998,258.809998,191.198059,0
2015-05-26,245.869995,247.610001,244.289993,247.360001,182.739258,200
2015-05-27,246.240005,250.860001,246.240005,250.860001,185.324951,100
2015-05-28,246.929993,247.149994,246.000000,247.149994,182.584137,300
2015-05-29,246.000000,246.000000,240.000000,240.000000,177.302017,100
2015-06-01,240.300003,242.009995,240.300003,242.000000,178.779526,300
2015-06-02,240.000000,241.000000,240.000000,241.000000,178.040771,100
2015-06-03,242.550003,242.550003,242.550003,242.550003,179.185867,100
2015-06-04,242.500000,242.500000,242.500000,242.500000,179.148911,100
